label,filepath
ham,data/125/150
spam,data/119/203
ham,data/109/196
ham,data/062/063
spam,data/075/278
ham,data/051/167
spam,data/086/131
spam,data/029/109
spam,data/061/281
ham,data/073/077
spam,data/085/242
spam,data/080/288
ham,data/018/179
spam,data/102/185
spam,data/106/123
spam,data/101/226
spam,data/028/228
ham,data/031/210
ham,data/067/044
spam,data/115/188
spam,data/055/232
spam,data/016/056
spam,data/075/258
spam,data/025/171
spam,data/087/145
spam,data/082/262
ham,data/031/072
spam,data/085/066
spam,data/051/249
spam,data/040/135
spam,data/046/091
spam,data/085/122
spam,data/072/109
spam,data/047/099
ham,data/086/053
spam,data/099/022
spam,data/082/140
spam,data/041/042
spam,data/069/123
ham,data/008/109
spam,data/086/283
ham,data/003/222
spam,data/063/132
ham,data/057/063
ham,data/101/164
spam,data/028/099
spam,data/110/191
ham,data/045/262
spam,data/065/202
spam,data/044/213
spam,data/112/130
spam,data/107/183
spam,data/001/072
spam,data/031/259
spam,data/041/267
ham,data/124/251
spam,data/021/232
ham,data/005/184
spam,data/045/284
spam,data/004/060
ham,data/079/045
spam,data/048/097
ham,data/086/105
ham,data/056/185
spam,data/044/246
spam,data/058/191
spam,data/111/001
ham,data/034/033
ham,data/003/244
spam,data/048/265
ham,data/015/260
ham,data/000/126
spam,data/034/088
spam,data/121/260
spam,data/063/003
spam,data/002/036
spam,data/113/229
spam,data/018/049
ham,data/040/021
spam,data/033/055
spam,data/024/173
spam,data/015/205
ham,data/004/014
spam,data/098/076
ham,data/003/199
ham,data/057/080
spam,data/021/099
ham,data/036/278
spam,data/056/141
spam,data/070/201
ham,data/110/017
spam,data/097/091
spam,data/059/065
spam,data/051/081
ham,data/055/244
spam,data/039/235
spam,data/083/260
spam,data/005/277
spam,data/056/062
spam,data/062/218
ham,data/093/170
spam,data/003/106
ham,data/012/137
spam,data/009/059
spam,data/044/123
spam,data/038/192
ham,data/054/288
spam,data/039/057
spam,data/003/040
ham,data/056/105
spam,data/039/222
spam,data/111/163
spam,data/104/264
spam,data/098/233
spam,data/016/172
spam,data/099/060
spam,data/025/061
spam,data/079/205
ham,data/083/254
spam,data/027/069
spam,data/092/045
ham,data/107/230
spam,data/073/011
spam,data/118/007
spam,data/112/185
ham,data/080/254
ham,data/076/049
ham,data/106/118
spam,data/118/293
spam,data/114/202
spam,data/086/146
spam,data/022/278
spam,data/011/212
ham,data/070/266
ham,data/106/141
ham,data/119/148
spam,data/102/189
spam,data/068/038
ham,data/039/148
ham,data/093/159
spam,data/117/206
ham,data/094/228
spam,data/022/167
spam,data/123/132
spam,data/067/211
spam,data/036/281
ham,data/015/204
spam,data/125/119
spam,data/086/159
ham,data/046/253
spam,data/107/241
ham,data/110/099
spam,data/065/167
ham,data/070/066
ham,data/062/194
spam,data/056/086
spam,data/055/076
ham,data/080/296
spam,data/116/296
spam,data/062/234
ham,data/006/185
ham,data/001/131
spam,data/005/282
spam,data/125/096
ham,data/026/186
spam,data/045/178
ham,data/040/076
ham,data/050/041
ham,data/063/150
spam,data/099/148
spam,data/026/085
spam,data/049/030
spam,data/105/198
spam,data/051/211
spam,data/006/110
spam,data/038/249
ham,data/014/264
spam,data/123/274
spam,data/011/024
ham,data/102/208
spam,data/119/158
spam,data/107/081
ham,data/105/084
ham,data/116/242
ham,data/022/109
ham,data/122/024
spam,data/028/277
ham,data/016/210
spam,data/064/217
spam,data/051/082
ham,data/079/257
spam,data/081/199
spam,data/002/267
spam,data/036/140
ham,data/080/143
spam,data/072/204
ham,data/089/108
spam,data/038/063
ham,data/125/178
spam,data/102/193
ham,data/101/211
spam,data/028/234
spam,data/119/125
spam,data/011/149
spam,data/009/099
ham,data/084/164
ham,data/038/149
spam,data/120/263
ham,data/107/236
spam,data/120/199
spam,data/030/236
spam,data/004/138
ham,data/038/212
spam,data/076/080
spam,data/070/160
spam,data/014/280
spam,data/103/070
spam,data/023/259
ham,data/034/160
spam,data/051/259
spam,data/076/079
spam,data/097/296
spam,data/076/269
ham,data/110/063
spam,data/011/153
ham,data/005/093
spam,data/036/002
spam,data/065/206
ham,data/080/068
spam,data/094/267
ham,data/125/171
spam,data/009/151
spam,data/080/192
ham,data/045/216
ham,data/014/267
spam,data/092/140
spam,data/113/072
ham,data/014/220
spam,data/078/246
ham,data/059/274
spam,data/102/142
ham,data/095/048
ham,data/113/258
spam,data/050/238
ham,data/093/044
spam,data/056/122
spam,data/108/299
spam,data/109/228
spam,data/028/189
spam,data/063/115
spam,data/062/045
spam,data/011/128
spam,data/103/283
spam,data/067/037
ham,data/044/161
spam,data/012/075
spam,data/042/188
ham,data/073/236
spam,data/112/039
spam,data/077/157
spam,data/062/154
spam,data/101/172
ham,data/011/041
spam,data/083/055
spam,data/053/014
ham,data/057/222
spam,data/055/147
spam,data/111/289
spam,data/055/163
spam,data/025/076
spam,data/115/072
ham,data/000/077
spam,data/072/127
spam,data/077/101
ham,data/074/122
spam,data/115/204
spam,data/055/034
ham,data/028/286
spam,data/041/134
spam,data/114/110
ham,data/091/093
ham,data/098/238
spam,data/107/297
spam,data/055/162
spam,data/027/258
spam,data/004/120
spam,data/055/027
spam,data/103/206
spam,data/124/056
ham,data/115/196
spam,data/124/046
spam,data/065/155
spam,data/106/130
spam,data/012/071
ham,data/096/097
ham,data/036/276
ham,data/098/174
ham,data/037/068
ham,data/053/180
spam,data/038/092
spam,data/094/123
ham,data/093/192
ham,data/100/026
spam,data/059/055
spam,data/003/116
spam,data/063/048
ham,data/124/253
ham,data/085/087
spam,data/056/034
ham,data/074/230
ham,data/057/153
spam,data/067/283
ham,data/119/136
ham,data/031/038
spam,data/015/134
spam,data/065/061
spam,data/039/013
spam,data/060/293
spam,data/117/008
ham,data/001/227
spam,data/069/274
spam,data/006/027
spam,data/122/077
ham,data/075/047
ham,data/116/136
spam,data/098/270
ham,data/026/149
ham,data/038/134
ham,data/043/216
spam,data/050/123
spam,data/026/036
ham,data/099/194
spam,data/064/044
spam,data/121/276
ham,data/099/128
spam,data/082/150
spam,data/015/212
spam,data/026/091
ham,data/045/194
ham,data/040/239
spam,data/074/030
spam,data/107/033
ham,data/063/005
spam,data/043/176
spam,data/013/057
spam,data/021/015
spam,data/102/043
ham,data/113/012
spam,data/062/173
ham,data/062/181
ham,data/006/250
spam,data/031/289
spam,data/056/263
spam,data/095/295
ham,data/100/153
ham,data/114/170
ham,data/011/152
spam,data/010/250
spam,data/062/283
spam,data/035/017
ham,data/061/182
spam,data/075/068
spam,data/005/020
spam,data/024/107
ham,data/002/237
ham,data/028/190
spam,data/025/184
ham,data/002/192
spam,data/011/108
ham,data/047/053
spam,data/019/124
ham,data/003/004
spam,data/099/206
spam,data/113/228
ham,data/110/209
spam,data/114/089
spam,data/041/118
ham,data/109/028
spam,data/004/241
spam,data/104/148
spam,data/099/170
ham,data/024/141
ham,data/111/157
ham,data/092/279
ham,data/080/275
spam,data/112/214
spam,data/069/026
spam,data/108/090
spam,data/004/158
ham,data/076/048
spam,data/007/246
spam,data/065/242
spam,data/039/085
ham,data/108/272
ham,data/002/206
ham,data/057/199
ham,data/121/005
ham,data/100/143
spam,data/022/221
spam,data/043/025
spam,data/037/244
spam,data/071/095
ham,data/096/014
spam,data/110/279
spam,data/010/290
spam,data/121/090
spam,data/073/174
ham,data/074/267
spam,data/092/161
ham,data/120/025
spam,data/011/186
ham,data/092/160
ham,data/031/164
spam,data/119/116
spam,data/013/204
spam,data/088/299
spam,data/090/250
ham,data/043/191
ham,data/006/135
spam,data/060/161
ham,data/054/041
spam,data/018/036
ham,data/019/163
spam,data/074/037
ham,data/025/074
spam,data/056/265
spam,data/059/083
spam,data/028/006
spam,data/088/031
spam,data/069/298
spam,data/065/051
spam,data/058/032
spam,data/118/052
spam,data/015/225
spam,data/015/118
spam,data/046/001
spam,data/015/266
ham,data/002/059
spam,data/071/083
spam,data/093/224
ham,data/041/111
spam,data/037/005
spam,data/068/146
ham,data/080/040
spam,data/056/277
spam,data/064/048
ham,data/034/074
spam,data/089/233
spam,data/047/024
spam,data/084/143
ham,data/009/291
spam,data/090/126
spam,data/078/223
spam,data/119/234
ham,data/040/046
spam,data/106/180
spam,data/033/217
ham,data/071/096
spam,data/078/099
spam,data/022/041
ham,data/121/063
spam,data/002/061
spam,data/084/097
spam,data/044/018
spam,data/076/148
spam,data/047/090
spam,data/102/198
spam,data/053/084
spam,data/013/049
spam,data/104/174
spam,data/030/189
ham,data/008/108
spam,data/087/103
spam,data/125/276
spam,data/040/043
spam,data/093/150
spam,data/006/211
spam,data/065/082
spam,data/038/085
spam,data/092/239
spam,data/062/277
spam,data/065/013
spam,data/074/208
ham,data/050/230
spam,data/063/229
spam,data/027/150
spam,data/026/097
ham,data/089/248
spam,data/070/010
ham,data/034/180
spam,data/071/185
spam,data/015/185
ham,data/006/133
ham,data/067/056
spam,data/039/247
ham,data/033/151
spam,data/076/239
spam,data/074/065
ham,data/106/046
spam,data/024/105
spam,data/087/094
spam,data/008/143
spam,data/111/246
spam,data/026/158
spam,data/051/190
spam,data/056/099
spam,data/097/187
spam,data/085/028
spam,data/020/067
spam,data/108/106
spam,data/111/267
spam,data/060/190
ham,data/021/280
spam,data/004/213
spam,data/070/136
ham,data/003/182
spam,data/082/174
spam,data/031/123
spam,data/001/065
ham,data/079/087
ham,data/119/142
spam,data/084/021
spam,data/066/226
spam,data/125/268
spam,data/038/189
spam,data/085/008
ham,data/125/163
spam,data/076/146
spam,data/009/150
ham,data/028/195
spam,data/097/013
ham,data/053/151
spam,data/119/097
ham,data/000/069
spam,data/032/171
spam,data/120/172
spam,data/067/151
ham,data/115/005
spam,data/029/191
spam,data/012/107
ham,data/114/132
spam,data/049/214
spam,data/078/068
spam,data/063/113
spam,data/034/024
spam,data/015/044
spam,data/008/136
spam,data/110/266
spam,data/041/242
spam,data/119/061
spam,data/125/206
ham,data/014/065
spam,data/113/178
spam,data/003/172
spam,data/000/048
spam,data/060/006
spam,data/084/012
spam,data/053/012
spam,data/024/285
spam,data/092/134
spam,data/069/025
spam,data/053/258
spam,data/028/034
ham,data/048/077
spam,data/002/063
spam,data/093/296
ham,data/104/205
ham,data/102/249
ham,data/120/214
ham,data/061/109
spam,data/058/098
spam,data/096/198
spam,data/068/215
ham,data/083/155
spam,data/117/182
ham,data/055/254
ham,data/067/050
ham,data/099/250
spam,data/044/060
ham,data/121/271
ham,data/088/021
spam,data/118/118
spam,data/034/297
ham,data/017/216
spam,data/082/243
ham,data/118/289
spam,data/045/214
spam,data/048/098
spam,data/052/269
spam,data/110/197
spam,data/044/058
ham,data/013/224
ham,data/044/283
ham,data/056/244
ham,data/033/098
spam,data/025/185
spam,data/093/110
ham,data/108/103
spam,data/090/200
spam,data/024/090
spam,data/125/212
spam,data/089/215
spam,data/099/203
spam,data/044/187
ham,data/055/018
ham,data/080/072
ham,data/087/218
ham,data/004/004
ham,data/045/261
spam,data/121/239
spam,data/102/114
spam,data/034/106
ham,data/097/254
ham,data/094/057
ham,data/098/172
ham,data/059/024
spam,data/049/115
spam,data/032/258
ham,data/034/258
spam,data/028/206
ham,data/087/025
spam,data/062/210
ham,data/034/111
ham,data/070/067
spam,data/056/222
spam,data/060/283
ham,data/005/089
spam,data/043/132
spam,data/098/079
spam,data/024/114
spam,data/057/191
spam,data/030/295
ham,data/003/002
spam,data/107/060
ham,data/046/105
spam,data/024/094
ham,data/082/124
spam,data/116/094
spam,data/087/051
spam,data/067/294
spam,data/104/104
spam,data/022/003
spam,data/018/288
ham,data/112/181
ham,data/002/277
spam,data/121/225
ham,data/075/155
spam,data/030/176
ham,data/003/285
spam,data/026/038
spam,data/045/045
ham,data/022/232
ham,data/067/147
spam,data/100/058
ham,data/041/091
spam,data/072/178
spam,data/001/168
ham,data/060/180
ham,data/053/018
spam,data/115/148
spam,data/072/080
spam,data/097/058
spam,data/113/264
spam,data/088/182
spam,data/044/249
spam,data/021/100
spam,data/014/150
spam,data/051/150
spam,data/104/096
ham,data/121/101
spam,data/023/161
spam,data/024/062
spam,data/099/253
spam,data/031/254
spam,data/082/156
spam,data/111/019
spam,data/058/259
spam,data/063/082
ham,data/116/145
ham,data/027/287
ham,data/094/066
spam,data/082/035
ham,data/091/257
ham,data/026/162
ham,data/059/071
spam,data/002/004
spam,data/036/186
spam,data/043/044
ham,data/110/262
ham,data/087/021
spam,data/074/238
spam,data/055/119
spam,data/121/209
spam,data/011/172
spam,data/107/267
ham,data/124/138
spam,data/111/086
ham,data/103/156
spam,data/091/083
ham,data/107/055
ham,data/070/096
spam,data/042/131
spam,data/070/233
ham,data/035/012
spam,data/043/198
spam,data/018/103
spam,data/035/215
spam,data/032/043
ham,data/113/147
ham,data/121/105
spam,data/102/000
spam,data/011/166
spam,data/058/135
spam,data/100/225
ham,data/008/200
spam,data/041/069
ham,data/003/250
spam,data/068/046
spam,data/036/091
spam,data/024/048
ham,data/078/100
spam,data/055/182
ham,data/027/205
spam,data/090/051
ham,data/076/282
spam,data/088/051
spam,data/091/150
spam,data/005/027
spam,data/035/221
spam,data/115/259
spam,data/037/053
ham,data/000/256
spam,data/051/003
spam,data/088/297
spam,data/090/058
ham,data/109/194
spam,data/056/285
ham,data/065/073
spam,data/082/239
ham,data/002/042
spam,data/039/248
ham,data/114/135
spam,data/097/261
spam,data/087/116
spam,data/052/066
ham,data/093/098
spam,data/088/237
spam,data/041/119
spam,data/009/103
ham,data/044/031
spam,data/097/240
spam,data/032/156
spam,data/105/219
spam,data/053/107
spam,data/014/129
spam,data/069/061
spam,data/030/132
spam,data/124/111
spam,data/050/075
ham,data/076/151
spam,data/078/173
spam,data/009/117
ham,data/049/016
spam,data/054/232
spam,data/062/067
spam,data/029/136
ham,data/111/260
ham,data/062/025
spam,data/016/044
ham,data/023/288
spam,data/021/089
spam,data/073/009
ham,data/121/177
spam,data/102/258
ham,data/076/242
spam,data/094/135
ham,data/075/073
ham,data/006/157
ham,data/044/296
ham,data/046/135
spam,data/037/201
spam,data/032/155
spam,data/005/040
spam,data/102/130
ham,data/109/289
ham,data/038/205
spam,data/006/104
spam,data/058/062
spam,data/059/142
spam,data/098/207
spam,data/125/101
spam,data/053/246
spam,data/119/082
spam,data/044/214
ham,data/008/153
ham,data/121/289
spam,data/024/172
spam,data/042/097
ham,data/070/133
spam,data/118/255
spam,data/082/052
spam,data/087/147
spam,data/124/278
spam,data/075/005
ham,data/047/011
ham,data/109/108
ham,data/021/110
ham,data/015/080
spam,data/077/145
ham,data/093/094
ham,data/022/031
spam,data/044/221
ham,data/027/248
spam,data/089/191
spam,data/103/034
ham,data/020/156
spam,data/105/213
spam,data/053/158
ham,data/008/178
spam,data/111/047
ham,data/013/114
spam,data/006/061
ham,data/100/003
spam,data/056/252
ham,data/001/074
spam,data/041/235
spam,data/107/244
spam,data/004/210
spam,data/027/116
spam,data/112/283
spam,data/053/003
ham,data/028/176
spam,data/093/282
spam,data/004/153
spam,data/061/219
spam,data/094/056
ham,data/082/178
spam,data/014/158
spam,data/078/277
spam,data/099/173
spam,data/082/222
spam,data/051/147
spam,data/037/261
spam,data/100/284
spam,data/086/208
spam,data/098/130
spam,data/000/259
ham,data/104/230
ham,data/110/061
ham,data/101/265
ham,data/017/198
spam,data/024/126
spam,data/064/069
spam,data/022/168
spam,data/105/002
ham,data/011/046
ham,data/033/264
ham,data/052/146
spam,data/058/212
spam,data/064/137
spam,data/083/272
ham,data/077/113
ham,data/058/016
ham,data/114/050
ham,data/069/125
spam,data/058/100
ham,data/016/197
spam,data/004/063
spam,data/087/014
spam,data/121/097
spam,data/121/161
spam,data/125/236
ham,data/115/222
spam,data/024/297
ham,data/054/006
ham,data/048/287
spam,data/023/095
ham,data/004/110
ham,data/085/181
spam,data/067/264
spam,data/009/193
ham,data/054/282
ham,data/015/100
ham,data/057/157
spam,data/045/024
spam,data/082/069
spam,data/104/064
spam,data/082/015
spam,data/078/104
spam,data/022/245
spam,data/123/239
spam,data/093/089
ham,data/119/213
spam,data/099/248
spam,data/010/119
spam,data/091/272
spam,data/018/085
ham,data/053/019
ham,data/066/142
spam,data/042/279
ham,data/100/197
spam,data/109/268
spam,data/008/089
spam,data/020/018
spam,data/024/145
spam,data/075/033
ham,data/021/214
spam,data/109/229
spam,data/021/204
spam,data/036/284
ham,data/016/208
spam,data/102/147
spam,data/048/174
spam,data/070/163
spam,data/060/127
spam,data/071/162
spam,data/065/274
spam,data/031/246
spam,data/008/275
spam,data/093/289
ham,data/023/270
ham,data/050/195
spam,data/125/107
spam,data/111/000
spam,data/041/099
spam,data/043/292
spam,data/090/240
spam,data/078/141
spam,data/090/211
ham,data/024/238
ham,data/004/215
spam,data/034/102
ham,data/003/214
spam,data/109/057
spam,data/033/033
ham,data/090/088
ham,data/000/111
spam,data/097/210
spam,data/112/265
ham,data/096/099
spam,data/033/273
spam,data/071/075
spam,data/054/001
ham,data/114/157
spam,data/113/007
spam,data/005/048
ham,data/006/060
ham,data/062/284
spam,data/004/284
ham,data/027/294
spam,data/042/065
spam,data/111/240
ham,data/094/130
ham,data/100/272
spam,data/083/144
spam,data/004/200
ham,data/063/010
spam,data/115/208
spam,data/049/060
spam,data/010/206
spam,data/124/103
spam,data/067/159
spam,data/048/109
ham,data/056/057
ham,data/018/065
spam,data/060/245
spam,data/051/121
ham,data/113/057
ham,data/097/083
spam,data/039/172
spam,data/061/021
spam,data/117/208
spam,data/006/108
spam,data/102/261
spam,data/012/193
spam,data/067/087
spam,data/049/097
spam,data/063/197
spam,data/012/063
spam,data/014/083
ham,data/071/245
ham,data/096/299
spam,data/083/235
spam,data/068/297
spam,data/005/004
spam,data/119/214
ham,data/018/031
ham,data/066/118
spam,data/102/160
ham,data/116/161
ham,data/112/096
ham,data/077/229
spam,data/048/232
spam,data/029/276
spam,data/074/231
spam,data/029/084
spam,data/027/185
spam,data/070/055
spam,data/084/241
spam,data/027/022
ham,data/123/058
ham,data/102/132
ham,data/101/196
ham,data/088/238
ham,data/003/239
ham,data/061/222
spam,data/029/007
ham,data/076/067
spam,data/107/053
spam,data/061/057
spam,data/049/297
spam,data/095/243
spam,data/083/022
spam,data/059/243
spam,data/058/132
ham,data/016/288
ham,data/053/219
spam,data/001/293
spam,data/104/004
spam,data/021/298
spam,data/093/003
ham,data/106/243
ham,data/010/025
spam,data/053/128
spam,data/124/295
ham,data/089/272
spam,data/020/282
ham,data/073/017
spam,data/113/013
ham,data/044/079
spam,data/112/062
spam,data/025/244
spam,data/060/025
ham,data/017/214
spam,data/012/208
spam,data/118/193
spam,data/028/140
spam,data/039/075
spam,data/069/216
spam,data/064/262
ham,data/078/216
spam,data/014/186
spam,data/113/204
spam,data/097/194
spam,data/006/181
ham,data/031/153
spam,data/094/112
spam,data/051/169
spam,data/074/092
spam,data/041/098
spam,data/016/190
spam,data/116/246
spam,data/034/191
spam,data/125/014
spam,data/070/164
ham,data/004/184
ham,data/118/287
spam,data/118/092
spam,data/111/142
spam,data/110/126
spam,data/041/141
spam,data/017/221
spam,data/058/095
ham,data/062/257
spam,data/044/069
ham,data/122/186
spam,data/034/265
spam,data/106/038
spam,data/070/058
spam,data/011/182
spam,data/071/225
spam,data/004/101
spam,data/110/026
spam,data/043/247
ham,data/061/114
spam,data/077/299
spam,data/117/219
spam,data/121/088
spam,data/082/185
ham,data/091/031
ham,data/119/230
spam,data/105/007
spam,data/046/179
spam,data/113/150
ham,data/047/263
spam,data/111/044
spam,data/100/116
spam,data/056/111
spam,data/119/009
spam,data/083/195
ham,data/116/127
spam,data/040/117
ham,data/109/008
spam,data/045/280
spam,data/019/117
spam,data/018/021
ham,data/017/244
spam,data/123/046
ham,data/035/044
ham,data/072/298
ham,data/119/147
spam,data/100/039
spam,data/045/090
spam,data/044/235
spam,data/112/057
spam,data/118/181
spam,data/101/187
spam,data/056/084
spam,data/008/126
spam,data/041/186
spam,data/073/092
spam,data/068/048
spam,data/120/091
spam,data/093/200
ham,data/031/073
spam,data/124/269
ham,data/063/179
spam,data/122/070
ham,data/096/003
spam,data/031/048
spam,data/029/204
spam,data/076/144
ham,data/020/178
spam,data/108/067
spam,data/082/286
spam,data/035/026
spam,data/053/135
spam,data/064/160
spam,data/067/260
spam,data/023/126
spam,data/002/003
ham,data/026/221
spam,data/077/092
spam,data/086/239
spam,data/111/020
ham,data/007/000
spam,data/036/148
spam,data/120/243
ham,data/075/156
spam,data/024/139
spam,data/077/239
spam,data/117/096
spam,data/020/227
spam,data/118/060
ham,data/003/249
ham,data/099/109
spam,data/095/020
spam,data/073/115
ham,data/014/172
spam,data/030/037
spam,data/024/213
spam,data/078/240
spam,data/103/127
spam,data/046/296
spam,data/040/236
ham,data/062/057
ham,data/103/164
ham,data/029/080
spam,data/102/120
ham,data/048/072
spam,data/057/176
ham,data/028/113
spam,data/107/264
ham,data/027/016
spam,data/079/204
spam,data/017/146
ham,data/042/038
spam,data/125/111
ham,data/078/073
spam,data/117/291
spam,data/075/097
ham,data/025/114
ham,data/014/114
spam,data/004/221
ham,data/065/214
spam,data/020/046
ham,data/109/248
spam,data/000/029
spam,data/071/042
spam,data/014/068
spam,data/026/297
spam,data/015/030
ham,data/001/240
spam,data/116/067
spam,data/073/252
ham,data/065/161
spam,data/108/002
ham,data/104/095
ham,data/036/082
spam,data/065/188
spam,data/061/211
spam,data/100/085
spam,data/036/203
spam,data/093/207
ham,data/056/218
spam,data/100/041
spam,data/052/078
spam,data/063/088
spam,data/100/154
spam,data/105/165
ham,data/095/167
ham,data/005/123
spam,data/001/167
ham,data/106/197
spam,data/114/099
spam,data/026/120
spam,data/053/209
spam,data/121/164
spam,data/023/068
ham,data/108/062
spam,data/058/284
ham,data/033/232
ham,data/028/276
spam,data/081/139
spam,data/029/019
ham,data/054/285
spam,data/037/140
spam,data/081/047
spam,data/008/091
spam,data/033/174
spam,data/092/079
spam,data/035/193
ham,data/014/273
spam,data/020/248
spam,data/054/000
spam,data/055/178
spam,data/037/271
spam,data/060/222
ham,data/007/276
ham,data/095/158
spam,data/108/028
spam,data/018/234
spam,data/111/031
spam,data/099/101
ham,data/061/167
ham,data/014/213
spam,data/125/043
spam,data/104/072
spam,data/018/048
ham,data/014/047
spam,data/003/298
ham,data/080/056
spam,data/077/254
ham,data/060/060
spam,data/076/112
spam,data/085/118
spam,data/057/184
ham,data/061/168
spam,data/033/108
spam,data/108/088
ham,data/115/156
ham,data/080/161
spam,data/063/258
spam,data/082/154
spam,data/089/052
spam,data/040/189
ham,data/023/137
spam,data/026/079
spam,data/089/054
spam,data/031/267
spam,data/054/079
spam,data/079/005
ham,data/102/230
ham,data/029/298
spam,data/117/260
spam,data/002/283
spam,data/034/216
ham,data/037/063
ham,data/002/131
spam,data/050/184
spam,data/009/234
spam,data/082/211
spam,data/124/136
spam,data/107/121
ham,data/007/267
spam,data/025/230
spam,data/019/094
spam,data/109/244
spam,data/095/150
spam,data/054/228
spam,data/021/200
spam,data/091/032
ham,data/034/281
spam,data/099/000
ham,data/059/119
spam,data/123/175
ham,data/084/190
spam,data/108/017
spam,data/122/011
ham,data/124/181
ham,data/000/267
spam,data/088/290
ham,data/000/251
spam,data/121/011
spam,data/035/225
spam,data/105/175
ham,data/094/026
spam,data/038/123
spam,data/091/027
ham,data/022/044
ham,data/051/144
spam,data/033/294
ham,data/031/213
ham,data/032/228
ham,data/119/001
ham,data/123/251
spam,data/013/137
spam,data/108/224
ham,data/079/104
spam,data/001/110
ham,data/116/023
spam,data/054/268
spam,data/110/045
spam,data/099/062
spam,data/034/019
spam,data/087/273
spam,data/101/289
ham,data/044/025
ham,data/056/197
spam,data/118/276
ham,data/045/225
spam,data/002/022
ham,data/019/289
spam,data/064/283
spam,data/046/211
spam,data/103/234
spam,data/094/246
ham,data/073/019
ham,data/049/045
spam,data/096/060
spam,data/033/041
spam,data/064/274
spam,data/018/257
spam,data/067/082
spam,data/004/122
spam,data/052/224
ham,data/075/226
ham,data/097/120
spam,data/113/071
ham,data/099/243
ham,data/089/109
spam,data/007/255
spam,data/076/099
ham,data/036/270
ham,data/037/288
spam,data/055/227
spam,data/124/202
ham,data/110/182
ham,data/001/033
ham,data/071/294
spam,data/055/071
spam,data/012/129
spam,data/084/254
spam,data/046/227
spam,data/022/158
ham,data/091/188
spam,data/030/087
spam,data/051/071
spam,data/069/065
spam,data/046/231
spam,data/071/251
spam,data/024/026
spam,data/124/143
spam,data/097/055
ham,data/111/087
ham,data/011/199
spam,data/041/034
ham,data/054/163
spam,data/085/294
spam,data/083/117
ham,data/117/226
spam,data/057/125
spam,data/059/044
spam,data/113/083
spam,data/043/278
spam,data/007/277
ham,data/046/065
spam,data/063/080
spam,data/119/197
ham,data/049/156
ham,data/003/259
spam,data/067/003
spam,data/121/286
spam,data/027/285
spam,data/053/105
spam,data/023/294
spam,data/036/075
spam,data/079/030
spam,data/111/288
spam,data/040/184
spam,data/042/299
spam,data/052/132
spam,data/047/245
spam,data/030/288
spam,data/069/137
spam,data/107/141
ham,data/081/272
ham,data/037/182
spam,data/028/123
spam,data/013/206
spam,data/047/081
spam,data/076/274
spam,data/028/131
spam,data/114/115
ham,data/091/002
spam,data/044/268
spam,data/111/194
spam,data/084/099
ham,data/038/056
ham,data/069/247
spam,data/097/080
spam,data/062/133
ham,data/087/275
spam,data/060/035
spam,data/037/054
spam,data/014/184
ham,data/118/043
spam,data/107/089
spam,data/113/020
ham,data/094/005
spam,data/000/036
ham,data/051/261
spam,data/050/022
spam,data/045/256
ham,data/077/264
ham,data/010/036
spam,data/043/022
spam,data/059/190
spam,data/046/141
spam,data/037/093
spam,data/018/172
spam,data/055/017
ham,data/108/003
spam,data/077/141
spam,data/039/290
spam,data/075/163
spam,data/020/289
spam,data/041/008
spam,data/027/011
spam,data/091/042
ham,data/023/157
ham,data/020/132
spam,data/040/157
spam,data/094/252
spam,data/012/184
ham,data/059/164
spam,data/039/191
spam,data/042/114
spam,data/093/142
spam,data/090/120
ham,data/120/274
spam,data/005/158
spam,data/018/260
spam,data/067/145
ham,data/016/154
ham,data/077/063
spam,data/060/125
spam,data/026/002
spam,data/027/061
ham,data/023/154
ham,data/014/218
spam,data/009/005
spam,data/031/188
ham,data/039/280
spam,data/045/193
spam,data/092/150
spam,data/066/183
spam,data/038/018
spam,data/103/021
spam,data/028/251
spam,data/059/003
spam,data/039/275
spam,data/069/080
spam,data/086/279
spam,data/074/224
ham,data/104/220
ham,data/102/060
ham,data/120/190
ham,data/078/057
spam,data/087/234
spam,data/113/113
spam,data/006/161
ham,data/110/251
spam,data/108/180
ham,data/018/203
ham,data/022/118
spam,data/071/092
spam,data/012/002
spam,data/125/252
spam,data/044/211
spam,data/030/292
spam,data/117/275
spam,data/019/236
spam,data/108/085
ham,data/026/096
spam,data/052/116
spam,data/036/045
spam,data/005/053
spam,data/073/195
spam,data/078/296
ham,data/114/201
spam,data/117/006
spam,data/000/230
spam,data/008/228
spam,data/068/170
ham,data/051/200
spam,data/050/016
spam,data/072/197
spam,data/028/209
spam,data/098/052
ham,data/063/204
spam,data/005/154
spam,data/042/183
spam,data/114/027
ham,data/050/258
spam,data/011/292
spam,data/119/092
spam,data/043/052
ham,data/116/141
spam,data/062/237
spam,data/083/209
spam,data/018/259
spam,data/011/160
ham,data/054/048
spam,data/102/292
spam,data/056/278
spam,data/083/268
spam,data/100/286
ham,data/103/005
ham,data/076/257
spam,data/118/239
spam,data/002/242
spam,data/111/204
spam,data/005/172
ham,data/109/125
ham,data/075/186
ham,data/119/260
ham,data/019/170
spam,data/119/280
ham,data/122/285
spam,data/110/146
ham,data/106/173
ham,data/116/263
spam,data/037/156
ham,data/110/078
spam,data/106/000
spam,data/050/121
spam,data/110/296
spam,data/118/097
spam,data/086/199
spam,data/099/188
spam,data/070/072
spam,data/025/252
spam,data/018/171
